,praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
5317,69.8,22.3,13.5,418.0,87.4,6.44,46.6,259.0,19.5,39.6,15.8
5318,85.1,27.6,2.35,9.56,21.9,10.2,25.7,514.0,20.2,50.9,9.47
5319,120.0,48.3,13.9,10.6,11.3,6.67,25.3,429.0,3.75,45.3,233.0
5320,151.0,44.5,5.62,142.0,13.0,6.38,11.7,259.0,14.5,37.5,12.0
5321,120.0,99.1,7.1,135.0,28.1,7.43,20.7,638.0,5.83,27.4,136.0
5322,131.0,115.0,10.3,58.8,10.5,21.9,34.0,478.0,8.35,22.3,10.2
5323,133.0,57.3,10.3,15.1,1.13,5.78,40.0,626.0,6.79,12.4,37.9
5324,106.0,35.5,15.0,18.6,9.56,8.2,20.7,679.0,24.4,47.0,13.2
5325,22.9,17.9,35.2,63.2,23.5,7.37,11.1,523.0,35.9,58.3,13.8
5326,35.9,16.8,17.3,198.0,33.1,17.3,35.2,294.0,1.51,9.22,72.3
5327,47.0,44.9,11.1,13.9,37.9,24.8,20.0,547.0,18.3,44.5,17.8
5328,38.9,26.9,11.0,68.5,17.5,18.9,25.5,418.0,40.0,62.6,22.3
5329,54.7,28.4,12.7,53.3,85.1,38.2,57.3,882.0,28.9,46.6,19.3
5330,46.6,20.4,19.5,27.4,9.06,19.1,18.8,583.0,14.5,34.0,13.6
5331,78.4,32.8,15.1,13.3,11.0,7.91,22.5,1094.0,17.6,36.8,14.5
5332,49.1,24.8,10.6,18.1,25.3,12.4,28.9,389.0,7.43,20.5,69.8
5333,59.4,18.3,5.67,143.0,42.9,15.4,28.4,483.0,18.4,28.6,10.2
5334,109.0,38.2,7.91,14.5,25.3,23.7,28.4,487.0,21.3,39.6,24.6
5335,78.4,76.4,3.37,147.0,8.35,5.94,18.6,737.0,3.4,18.6,66.7
5336,39.2,12.3,12.1,132.0,17.9,11.0,20.9,973.0,13.9,29.2,19.1
5337,89.0,34.9,13.9,27.4,87.4,14.1,21.1,638.0,22.9,28.9,15.8
5338,74.3,17.8,8.51,123.0,34.0,44.1,67.3,400.0,17.2,46.6,25.0
5339,47.4,22.9,3.11,15.7,9.91,10.6,23.9,400.0,17.6,32.2,12.2
5340,60.4,24.8,11.1,1114.0,126.0,7.43,9.65,615.0,1.13,112.0,6.1
5341,80.6,20.9,13.6,76.4,20.2,28.9,35.5,246.0,8.2,18.4,74.3
5342,21.5,18.1,9.56,108.0,26.2,10.5,7.5,433.0,10.4,24.4,10.9
5343,189.0,61.0,10.5,150.0,25.7,9.47,26.9,552.0,4.03,15.3,62.1
5344,31.6,16.8,6.61,3.52,5.67,16.4,39.6,1009.0,2.19,23.9,112.0
5345,115.0,36.8,11.3,17.6,3.59,36.5,51.9,316.0,9.47,18.8,2.11
5346,114.0,59.4,7.91,17.3,31.3,18.8,27.1,322.0,25.3,52.3,35.5
5347,17.9,25.3,22.7,43.3,91.4,13.8,20.4,429.0,6.15,15.3,91.4
5348,39.2,14.5,1.96,215.0,33.4,8.9,20.7,437.0,6.26,17.8,17.2
5349,126.0,142.0,17.3,10.0,3.25,7.64,28.4,382.0,8.58,20.0,8.58
5350,35.9,22.7,7.7,22.9,9.73,6.73,15.0,610.0,28.1,44.9,17.3
5351,207.0,56.7,3.52,172.0,20.0,5.67,19.3,316.0,17.8,48.3,56.7
5352,62.1,27.6,16.1,37.5,32.8,19.5,38.9,470.0,3.59,27.1,96.5
5353,101.0,39.2,33.4,91.4,52.8,8.43,27.9,223.0,15.4,30.5,5.73
5354,15.1,14.7,4.07,19.5,38.2,2.94,18.4,3.4,21.5,46.6,15.7
5355,105.0,105.0,7.7,26.4,25.9,7.04,38.5,890.0,23.5,59.4,200.0
5356,62.6,33.4,10.1,51.9,18.3,17.5,32.8,313.0,31.6,53.8,12.7
5357,30.5,27.9,13.0,20.5,5.57,4.78,15.3,615.0,45.7,77.7,14.1
5358,5.99,19.3,9.73,10.9,48.3,16.5,24.6,679.0,53.3,73.0,25.0
5359,8.82,4.96,8.98,17.5,56.7,11.0,21.9,389.0,20.9,49.1,13.3
5360,37.2,20.9,13.7,26.2,63.2,6.44,15.8,578.0,3.79,16.5,47.8
5361,16.3,9.47,10.2,65.5,28.6,13.3,24.6,692.0,13.8,29.2,41.0
5362,24.6,35.9,10.6,11.7,31.6,15.5,26.9,407.0,48.7,84.3,30.0
5363,75.7,21.1,25.9,122.0,66.1,23.7,39.6,328.0,23.5,41.8,8.66
5364,80.6,34.0,8.43,127.0,23.5,38.2,62.6,2091.0,2.33,3.4,6.79
5365,33.1,11.2,13.2,86.6,10.8,26.2,39.6,382.0,49.1,73.0,20.2
5366,33.4,15.7,2.62,271.0,33.4,8.58,16.7,509.0,12.1,25.9,20.9
5367,34.3,16.4,16.1,21.5,5.78,25.7,45.7,433.0,13.5,32.2,18.4
5368,44.9,20.4,18.4,23.7,7.17,11.5,19.8,337.0,17.6,45.7,25.3
5369,36.5,16.3,17.5,42.6,58.3,8.74,20.9,599.0,31.9,76.4,20.9
5370,138.0,39.2,1.88,149.0,15.3,10.6,15.4,737.0,1.0,82.8,5.67
5371,68.5,34.6,20.2,40.0,65.5,11.7,24.8,583.0,22.7,47.8,22.9
5372,13.7,7.5,16.7,8.06,10.9,14.7,27.9,538.0,14.6,34.3,13.3
5373,75.7,44.9,6.98,50.0,11.1,10.8,17.0,594.0,18.4,26.2,15.8
5374,35.9,36.8,2.25,3.62,12.7,9.82,21.5,519.0,1.72,18.3,78.4
5375,69.8,28.6,2.11,181.0,28.6,14.2,47.8,730.0,25.5,42.6,22.7
5376,68.5,39.6,16.3,21.7,34.3,4.91,22.3,403.0,24.6,41.8,15.7
5377,38.9,16.0,1.68,186.0,29.4,58.3,96.5,1611.0,2.46,8.13,22.5
5378,35.2,29.7,18.3,47.8,48.3,17.2,31.1,445.0,10.1,17.6,10.0
5379,29.7,20.2,12.7,22.7,5.88,11.1,23.7,237.0,25.3,42.9,17.2
5380,61.5,23.9,25.7,122.0,35.2,104.0,160.0,649.0,2.02,10.0,73.0
5381,129.0,42.9,2.97,4.26,6.1,8.13,19.3,346.0,8.28,26.9,50.0
5382,91.4,27.6,6.98,25.3,26.4,5.23,12.5,906.0,25.5,45.3,17.3
5383,66.7,23.7,9.39,16.0,40.0,17.3,29.2,407.0,15.7,41.8,7.57
5384,79.1,31.1,18.4,44.5,26.7,4.07,19.3,965.0,11.9,16.3,9.91
5385,61.0,42.6,1.0,334.0,22.1,8.06,32.5,820.0,6.04,12.3,4.78
5386,51.9,16.8,11.4,12.6,16.7,2.81,20.5,858.0,14.1,28.9,14.3
5387,13.7,9.82,5.33,109.0,29.4,25.3,38.5,445.0,15.3,24.6,9.31
5388,22.5,14.2,7.04,195.0,31.6,43.7,63.8,1486.0,8.98,24.1,8.28
5389,46.1,21.9,1.45,2.76,7.1,11.1,25.5,638.0,18.8,36.2,13.9
5390,13.7,25.9,23.9,36.8,11.9,8.28,21.9,799.0,25.7,47.8,16.1
5391,27.4,14.1,18.8,20.5,3.4,10.9,16.4,196.0,17.5,35.2,15.1
5392,73.7,30.0,23.5,73.7,23.9,8.82,21.3,813.0,17.3,41.8,8.2
5393,17.2,21.9,13.3,12.2,19.8,4.29,2.74,445.0,20.9,25.7,20.2
5394,59.4,20.7,15.7,28.1,15.5,23.5,26.2,389.0,4.03,18.4,77.7
5395,67.3,30.2,12.6,667.0,86.6,24.1,41.8,253.0,7.23,13.8,6.98
5396,39.2,18.9,12.3,47.0,25.9,30.8,45.3,457.0,9.82,27.6,75.0
5397,67.9,31.3,9.56,91.4,23.5,51.9,82.8,2207.0,24.1,43.7,8.98
5398,52.3,45.7,5.62,129.0,19.1,30.2,64.4,673.0,57.8,84.3,31.1
5399,89.0,38.2,7.17,13.2,18.4,18.8,25.0,349.0,20.4,34.0,17.9
5400,54.2,20.7,1.0,105.0,13.1,22.3,42.9,1134.0,2.15,7.77,76.4
5401,51.9,58.8,6.44,176.0,10.3,4.37,18.3,851.0,13.1,25.7,21.1
5402,31.3,10.4,10.7,118.0,29.4,19.8,27.6,322.0,23.9,39.2,22.3
5403,69.8,34.6,9.65,223.0,36.8,12.4,18.4,851.0,1.51,72.3,11.3
5404,28.9,29.4,23.7,50.9,93.9,6.98,19.1,552.0,15.5,29.2,12.7
5405,95.6,49.1,4.41,141.0,10.8,9.91,20.5,519.0,20.0,44.5,15.5
5406,47.4,21.7,7.37,16.8,5.57,16.7,23.3,325.0,17.2,32.2,16.1
5407,61.5,40.7,11.3,90.6,20.4,3.96,7.04,186.0,17.2,34.3,12.7
5408,40.7,25.0,23.9,264.0,58.8,15.8,33.7,638.0,20.9,35.9,9.22
5409,46.1,29.7,9.73,13.7,8.51,24.6,36.2,483.0,19.8,36.2,9.39
5410,32.8,19.1,5.62,19.8,13.9,21.9,33.7,368.0,25.7,49.6,13.3
5411,93.9,23.3,5.99,219.0,38.2,10.2,20.5,594.0,11.1,23.7,5.38
5412,67.3,33.4,20.5,25.0,1.78,7.99,16.3,667.0,11.0,34.0,9.14
5413,37.2,11.8,17.9,16.1,17.9,13.1,62.6,2864.0,32.2,62.6,37.5
5414,38.2,22.5,13.2,8.66,9.14,6.1,6.61,470.0,4.0,21.1,115.0
5415,20.7,22.7,21.7,21.7,14.6,9.65,45.7,1104.0,5.28,43.3,205.0
5416,13.6,13.7,5.94,10.3,17.2,8.2,24.6,429.0,24.1,51.9,20.0
5417,173.0,193.0,10.8,14.3,9.14,17.6,31.3,248.0,20.4,58.8,20.7
5418,14.7,18.6,11.2,45.3,10.1,22.5,27.4,209.0,11.1,33.1,16.0
5419,75.0,25.0,5.28,133.0,44.1,31.3,53.3,1000.0,15.8,42.9,64.4
5420,85.8,67.3,8.06,32.2,31.3,35.2,40.0,403.0,2.59,25.3,49.6
5421,87.4,44.5,34.6,47.8,17.2,18.6,33.7,300.0,10.9,32.2,46.1
5422,38.2,24.4,22.9,20.2,11.1,3.19,23.3,851.0,2.86,11.3,31.6
5423,38.2,24.1,1.21,514.0,59.9,26.9,41.8,509.0,3.72,23.9,154.0
5424,40.0,12.2,11.2,21.5,44.1,21.7,32.2,478.0,15.3,41.8,18.8
5425,77.7,20.9,45.7,50.9,16.8,32.8,48.7,1433.0,17.2,31.9,7.91
5426,74.3,29.7,2.46,219.0,13.0,9.06,20.4,750.0,48.3,89.0,31.3
5427,41.8,20.2,9.47,149.0,41.4,34.9,75.7,1241.0,3.08,24.8,25.5
5428,49.1,22.1,2.79,83.5,16.4,8.9,15.5,449.0,20.7,39.2,23.5
5429,50.0,27.1,7.7,16.0,41.0,8.82,11.8,784.0,22.7,47.8,15.3
5430,29.2,45.7,7.04,62.1,17.0,10.1,23.5,685.0,13.8,36.2,104.0
5431,80.6,36.8,6.92,98.2,17.6,13.6,21.3,626.0,11.3,42.2,153.0
5432,65.5,32.2,9.39,15.5,13.5,7.77,23.9,1554.0,15.7,32.2,8.98
5433,179.0,55.7,18.8,509.0,80.6,11.5,16.0,164.0,25.0,33.7,15.0
5434,34.0,24.1,3.65,47.8,31.9,22.5,59.9,1358.0,38.9,67.3,18.9
5435,55.7,35.5,47.4,73.0,176.0,8.98,20.9,552.0,16.3,25.5,13.0
5436,80.6,36.5,4.61,89.0,10.2,19.5,28.9,533.0,10.5,23.9,50.9
5437,31.3,32.8,10.6,25.7,49.1,11.4,38.9,1596.0,23.9,51.4,13.1
5438,49.6,32.2,17.9,7.84,9.31,6.79,13.5,604.0,16.3,28.9,11.1
5439,167.0,79.1,31.6,49.1,23.7,13.2,17.3,500.0,13.9,30.0,15.4
5440,71.7,50.9,5.73,130.0,8.74,13.3,28.4,478.0,1.23,18.8,114.0
5441,66.1,47.4,6.49,26.9,34.6,8.98,31.9,453.0,1.3,13.8,79.9
5442,52.8,14.6,25.7,178.0,41.8,6.21,10.8,255.0,16.8,36.8,17.0
5443,123.0,27.4,10.8,13.7,42.6,5.05,15.3,939.0,13.9,25.7,9.31
5444,47.4,22.5,1.91,229.0,23.1,11.0,27.4,573.0,13.2,40.3,17.8
5445,21.5,18.1,7.3,34.9,15.7,9.47,14.2,644.0,3.55,16.3,33.1
5446,42.2,13.5,13.8,68.5,31.9,4.78,34.6,422.0,28.6,42.6,20.2
5447,9.65,16.1,12.4,21.7,1.47,13.0,35.2,470.0,24.1,43.7,23.1
5448,28.9,21.5,8.74,15.8,35.5,3.46,21.9,355.0,17.8,44.1,11.8
5449,93.9,44.5,12.1,10.0,4.29,25.3,32.2,396.0,3.19,26.4,99.1
5450,69.8,20.9,4.53,5.67,4.41,25.0,39.6,319.0,16.5,40.7,75.7
5451,41.8,14.6,8.2,15.7,16.0,8.74,11.9,382.0,15.7,35.5,4.78
5452,12.0,21.3,11.3,74.3,13.8,7.91,20.0,939.0,30.2,48.7,5.67
5453,31.1,23.9,21.9,19.1,10.1,13.2,20.7,505.0,6.79,17.3,13.8
5454,62.1,30.2,17.8,15.4,6.55,8.13,22.1,457.0,10.0,17.6,8.13
5455,14.9,16.8,12.5,31.6,12.7,17.8,28.1,276.0,18.1,35.9,19.1
5456,34.0,23.3,13.2,202.0,23.3,21.9,30.2,319.0,18.1,22.7,1.46
5457,69.2,19.3,12.6,12.4,12.1,11.1,23.9,615.0,1.75,7.5,10.2
5458,50.9,20.7,9.73,150.0,17.0,4.29,14.5,164.0,14.9,18.1,9.73
5459,38.9,27.1,3.19,15.0,8.35,10.8,22.7,685.0,15.0,35.5,13.1
5460,88.2,24.4,1.78,87.4,11.8,25.9,47.0,392.0,13.7,17.3,7.64
5461,107.0,54.2,63.8,235.0,115.0,18.1,34.3,382.0,16.3,19.5,8.82
5462,54.7,27.4,6.38,15.8,25.0,58.3,98.2,1420.0,18.1,24.8,7.17
5463,10.4,4.57,18.9,25.5,13.6,4.07,44.1,644.0,24.4,42.9,6.38
5464,59.9,8.28,17.2,52.8,2.44,14.6,26.2,538.0,3.16,9.82,2.97
5465,101.0,25.3,5.99,235.0,34.3,1.45,21.7,673.0,22.7,26.2,12.3
5466,14.6,28.9,10.6,87.4,22.7,29.4,47.0,365.0,13.8,11.7,8.35
5467,143.0,67.3,3.79,9.56,54.7,3.85,14.6,221.0,7.17,16.7,13.6
5468,96.5,29.7,13.9,16.0,2.46,6.98,19.5,1055.0,10.7,11.1,3.89
5469,103.0,89.8,5.09,4.74,7.37,9.91,24.8,557.0,21.3,38.5,14.6
5470,36.5,17.9,1.04,343.0,30.2,10.4,39.6,1700.0,7.91,9.82,5.67
5471,66.7,81.3,12.2,14.5,4.37,17.3,31.6,286.0,16.0,14.3,4.45
5472,64.4,35.2,15.5,11.2,7.7,7.1,22.7,433.0,20.9,25.9,8.43
5473,110.0,34.0,14.1,31.3,25.3,7.3,16.5,505.0,17.8,29.2,11.7
5474,23.1,30.2,1.1,311.0,27.1,11.5,23.7,594.0,18.6,28.9,7.91
5475,145.0,32.5,11.8,52.3,19.1,35.2,59.4,389.0,18.6,25.7,5.14
5476,48.7,17.3,1.38,13.6,56.2,4.96,26.9,1263.0,11.0,15.7,8.9
5477,18.8,13.3,7.23,89.0,23.9,8.74,18.1,692.0,4.14,19.5,94.7
5478,64.4,31.1,7.91,246.0,51.4,22.1,37.2,385.0,21.5,28.9,17.9
5479,35.2,19.1,19.8,53.8,77.0,22.1,32.8,334.0,16.7,28.1,5.47
5480,29.7,22.9,13.6,45.7,13.9,18.8,35.2,552.0,18.3,31.3,6.79
5481,52.8,14.2,13.6,11.2,7.91,6.98,24.6,422.0,2.19,9.14,67.3
5482,34.0,17.8,19.1,16.1,6.73,6.21,13.1,667.0,12.3,5.99,3.43
5483,42.9,14.5,69.2,186.0,32.8,4.87,23.3,382.0,13.2,25.7,3.22
5484,33.4,27.4,10.1,61.5,13.1,10.8,24.1,573.0,3.37,4.14,8.9
5485,111.0,38.2,10.5,12.6,9.82,36.8,64.9,1596.0,19.3,19.6,8.2
5486,84.3,30.2,15.7,19.1,17.0,21.1,32.8,311.0,17.8,31.6,3.13
5487,37.9,20.9,6.85,59.4,22.7,6.1,5.67,704.0,15.4,15.1,10.1
5488,64.4,34.3,9.14,89.8,15.1,5.83,12.1,271.0,17.0,23.7,8.51
5489,44.5,22.1,4.87,12.1,12.0,2.69,20.4,685.0,17.6,16.5,13.6
5490,36.8,20.7,12.5,13.1,10.5,47.8,59.4,835.0,19.3,45.3,5.62
5491,111.0,42.9,11.3,14.1,9.47,18.6,32.8,244.0,46.6,55.2,9.06
5492,42.6,16.3,15.0,50.9,20.0,12.5,25.0,352.0,12.3,16.3,1.88
5493,12.5,32.2,11.9,75.0,20.2,25.3,37.5,418.0,16.8,73.7,163.0
5494,28.1,30.5,9.73,52.3,5.99,3.49,15.3,19.8,15.7,26.2,10.6
5495,83.5,75.0,9.14,82.0,30.0,20.0,36.5,385.0,19.5,34.9,11.5
5496,87.4,39.2,14.6,403.0,84.3,29.2,45.3,461.0,12.2,26.7,5.0
5497,29.4,29.7,9.39,77.7,26.2,17.8,24.4,385.0,9.14,34.9,120.0
5498,49.1,22.5,9.91,21.3,55.2,8.82,12.6,599.0,9.73,43.7,198.0
5499,122.0,85.1,10.0,17.3,20.4,25.0,44.1,1420.0,2.81,11.8,59.4
5500,28.1,17.8,10.3,21.1,35.5,17.8,29.2,835.0,3.31,12.5,2.23
5501,19.3,17.3,20.0,34.0,8.9,12.0,24.6,523.0,15.7,24.6,20.7
5502,3.65,10.9,14.2,67.3,33.7,4.18,16.8,23.3,2.0,7.7,48.7
5503,25.5,1.25,16.3,15.0,8.2,16.8,29.4,292.0,15.5,18.9,3.52
5504,31.3,22.7,4.83,12.6,11.0,21.1,31.6,289.0,25.9,41.0,17.5
5505,16.7,5.38,1.01,11.8,20.4,16.0,25.3,274.0,19.5,21.1,13.8
5506,71.7,19.5,10.6,28.6,28.4,23.9,38.5,316.0,15.5,26.4,6.15
5507,37.5,10.3,11.7,51.9,15.8,5.05,26.4,53.8,5.88,8.51,6.67
5508,3.46,1.47,9.06,36.2,71.0,5.28,20.4,284.0,16.7,34.3,10.3
5509,34.9,21.3,9.22,178.0,7.7,38.9,64.4,1911.0,29.7,42.2,12.4
5510,23.9,17.8,7.99,40.7,14.5,31.1,81.3,1762.0,15.7,12.9,5.0
5511,26.4,29.2,15.3,10.6,6.55,10.9,24.8,426.0,11.3,28.9,17.2
5512,17.3,15.8,12.7,18.9,5.94,4.57,14.5,1018.0,17.8,41.0,4.37
5513,73.7,25.3,4.83,12.1,28.6,6.21,18.4,621.0,15.1,30.8,8.58
5514,64.9,23.5,6.32,23.1,33.1,12.7,29.2,599.0,17.8,23.1,4.57
5515,53.8,14.5,9.14,227.0,29.2,9.73,16.0,692.0,3.0,10.8,2.25
5516,49.6,23.7,13.6,20.7,40.0,20.7,42.6,313.0,12.5,13.6,9.39
5517,1.35,8.82,18.8,14.9,7.17,14.6,18.4,457.0,11.0,13.6,6.55
5518,50.9,15.1,1.21,1.33,7.64,7.17,14.9,567.0,11.9,11.5,7.5
5519,24.8,9.65,6.67,246.0,30.5,2.97,24.1,352.0,37.2,41.8,7.64
5520,86.6,26.2,23.3,86.6,111.0,17.3,28.9,509.0,6.61,10.5,14.7
5521,34.9,11.5,19.6,11.9,14.5,14.7,31.9,437.0,19.5,30.2,2.71
5522,60.4,16.5,9.39,155.0,22.7,19.3,62.1,567.0,17.0,23.7,13.2
5523,54.2,27.4,15.0,15.0,8.66,5.19,16.4,882.0,24.8,39.6,20.4
5524,58.3,28.6,7.99,11.7,2.97,5.47,15.1,34.0,2.55,2.07,7.84
5525,65.5,16.8,16.4,18.6,10.8,23.1,38.2,461.0,26.9,39.6,7.37
5526,67.3,20.7,28.4,51.9,21.1,5.73,16.4,610.0,1.0,2.11,2.79
5527,109.0,31.9,2.53,1.08,509.0,17.3,18.6,241.0,14.9,21.9,2.89
5528,127.0,68.5,25.9,70.4,139.0,17.9,38.2,382.0,1.0,16.5,6.92
5529,115.0,37.9,32.8,34.0,18.1,19.6,27.6,445.0,12.6,17.3,10.6
5530,21.3,13.5,11.5,20.0,95.6,18.9,28.9,491.0,3.0,17.3,73.7
5531,14.5,18.9,21.3,20.4,17.9,19.3,20.5,262.0,15.3,22.5,3.89
5532,56.7,23.7,8.82,69.8,16.4,18.6,44.5,1310.0,8.82,13.9,7.1
5533,26.4,19.6,23.1,11.4,6.85,13.1,21.3,547.0,13.2,13.7,8.35
5534,9.39,6.04,6.26,5.83,3.75,20.5,35.5,396.0,14.2,16.1,8.28
5535,13.1,17.2,16.1,12.4,13.2,8.2,27.6,533.0,5.94,39.6,95.6
5536,63.2,28.1,17.2,21.3,5.28,19.6,34.6,661.0,52.3,163.0,57.8
5537,48.3,23.3,5.19,75.0,21.7,17.8,28.6,673.0,15.7,34.0,3.82
5538,31.6,16.7,7.43,250.0,23.5,12.2,25.3,496.0,10.1,13.6,9.91
5539,31.9,24.6,13.7,24.8,13.5,6.15,15.8,621.0,22.7,31.1,7.43
5540,41.0,17.5,8.66,46.1,35.9,3.96,13.9,418.0,21.1,38.5,12.9
5541,16.8,17.8,17.0,21.1,6.04,3.92,12.9,562.0,8.82,10.6,36.2
5542,44.5,12.5,3.25,379.0,69.8,17.5,37.9,372.0,5.33,9.65,1.63
5543,1.0,10.7,15.0,15.0,18.8,31.1,45.3,461.0,38.5,60.4,183.0
5544,19.6,5.67,1.0,99.1,12.3,13.8,42.9,1197.0,7.57,48.3,91.4
5545,26.7,18.9,19.6,14.3,4.41,18.8,25.0,457.0,16.8,19.8,11.5
5546,34.0,25.0,11.5,19.5,15.8,14.3,15.5,519.0,12.1,14.3,1.79
5547,74.3,35.9,9.82,104.0,35.5,23.3,30.2,433.0,15.5,25.9,5.57
5548,44.5,44.5,4.41,68.5,9.91,32.8,47.8,403.0,77.0,133.0,49.6
5549,23.9,29.7,4.41,15.5,14.9,21.3,34.0,311.0,14.5,22.5,8.66
5550,22.3,34.6,2.02,124.0,4.96,33.4,35.5,340.0,15.1,19.5,1.19
5551,118.0,24.1,6.32,188.0,34.0,13.7,22.3,396.0,24.8,48.3,76.4
5552,109.0,38.5,11.7,18.6,18.3,9.73,18.9,362.0,15.8,25.3,6.15
5553,73.7,20.7,5.78,143.0,32.2,3.72,12.6,483.0,13.3,11.1,5.05
5554,25.9,23.1,27.9,37.5,12.5,13.3,25.9,453.0,1.04,17.3,14.9
5555,75.7,34.3,16.1,58.8,21.1,12.7,23.5,300.0,3.25,7.91,3.08
5556,37.9,6.73,11.0,34.0,35.9,31.1,34.6,316.0,8.13,14.5,6.85
5557,41.4,21.7,3.37,239.0,19.8,6.98,15.8,914.0,8.98,23.7,34.0
5558,90.6,29.4,12.5,57.3,12.7,2.46,11.4,533.0,19.5,42.6,27.4
5559,19.1,40.7,13.1,22.3,9.47,13.0,26.9,403.0,14.7,18.6,15.3
5560,63.2,36.2,14.2,62.6,15.0,11.9,19.3,389.0,20.0,37.5,20.4
5561,75.0,31.6,10.2,118.0,26.7,13.7,20.7,449.0,13.9,31.3,10.5
5562,36.8,24.4,6.79,12.7,7.99,12.4,34.0,422.0,10.6,25.5,5.0
5563,42.6,14.7,17.9,6.73,31.6,10.6,67.3,2571.0,1.0,63.8,4.1
5564,41.4,34.3,5.83,241.0,22.3,7.5,7.5,685.0,2.86,1.33,5.94
5565,20.2,17.8,6.32,111.0,42.9,4.1,16.3,375.0,5.88,29.2,145.0
5566,13.2,9.14,4.91,2.71,1.29,12.3,24.4,474.0,15.3,16.5,7.64
5567,18.3,11.3,8.2,221.0,35.9,264.0,528.0,5989.0,6.15,10.6,4.66
5568,11.9,4.53,2.48,121.0,9.82,5.47,15.0,547.0,15.3,26.2,10.2
5569,53.8,25.5,2.89,183.0,29.7,10.1,17.0,692.0,8.82,6.61,8.58
5570,10.0,10.2,11.7,21.9,17.8,32.2,52.8,1176.0,49.6,121.0,32.8
5571,58.3,32.8,12.2,1.38,27.9,26.4,50.9,784.0,46.1,88.2,18.8
5572,94.7,50.0,6.85,10.2,31.6,33.7,38.9,276.0,8.9,23.9,1.68
5573,27.4,21.5,7.04,6.38,74.3,5.73,15.3,610.0,16.4,13.3,3.31
5574,37.2,15.0,15.0,11.0,9.22,21.3,31.3,255.0,8.9,14.2,13.7
5575,153.0,107.0,11.4,75.0,8.66,15.0,63.2,2969.0,14.1,14.9,6.73
5576,51.9,10.3,10.9,85.8,27.4,3.34,13.7,217.0,28.4,51.4,12.9
5577,78.4,25.9,1.0,264.0,44.5,17.3,28.9,509.0,11.7,16.5,3.68
5578,69.8,24.4,54.7,129.0,14.1,15.4,27.9,375.0,4.37,12.3,10.1
5579,106.0,45.3,6.79,142.0,27.4,6.85,23.9,1252.0,29.4,28.1,9.06
5580,204.0,75.7,24.6,49.1,105.0,24.6,51.9,1009.0,22.3,27.4,4.87
5581,53.3,21.3,9.22,9.65,17.0,10.6,47.0,1625.0,10.7,14.3,5.28
5582,44.9,22.1,12.1,41.8,14.6,9.47,21.1,429.0,25.7,39.2,14.3
5583,38.2,16.0,29.7,31.1,30.0,12.4,18.6,621.0,12.4,19.8,8.51
5584,8.2,9.91,6.26,13.8,9.14,26.4,30.5,389.0,17.5,17.6,5.23
5585,93.9,46.1,3.43,8.2,55.7,10.5,18.1,461.0,11.3,13.3,12.7
5586,32.8,18.4,6.49,24.4,4.61,22.3,36.8,322.0,20.2,34.3,3.05
5587,80.6,40.7,22.7,10.3,8.06,13.8,56.2,2864.0,16.0,26.9,3.62
5588,7.57,23.5,1.43,6.92,18.1,2.84,1.31,136.0,12.6,30.5,7.1
5589,28.9,19.1,37.2,9.56,58.3,6.61,13.6,82.0,15.8,24.4,16.5
5590,9.82,7.43,6.73,13.8,46.6,30.8,42.6,466.0,15.1,24.1,12.0
5591,93.9,38.9,9.73,125.0,20.5,25.9,38.5,453.0,7.77,35.5,223.0
5592,40.3,24.8,50.0,229.0,88.2,15.0,29.4,248.0,15.1,19.5,8.58
5593,35.9,34.9,4.14,13.2,30.0,7.64,25.0,638.0,17.6,30.0,7.99
5594,66.1,27.9,4.57,183.0,44.1,4.1,22.3,698.0,10.8,31.1,4.96
5595,41.8,19.5,3.43,8.58,8.28,5.88,17.0,362.0,21.5,26.4,8.98
5596,20.9,27.6,13.6,48.3,54.7,1.0,1.47,198.0,13.2,22.7,8.51
5597,16.4,8.9,33.1,54.2,16.5,26.4,35.2,466.0,9.65,13.3,1.43
5598,59.4,32.2,55.7,97.3,37.5,19.5,30.2,331.0,11.3,18.4,6.15
5599,32.8,17.2,13.0,10.6,2.48,56.7,84.3,1685.0,26.7,49.6,31.1
5600,44.9,20.0,8.43,155.0,16.4,12.3,27.9,359.0,23.1,41.0,17.8
5601,81.3,16.7,7.04,141.0,33.7,7.99,11.8,730.0,37.2,58.8,17.2
5602,136.0,71.0,15.1,17.0,4.78,16.8,31.6,396.0,20.0,40.7,12.5
5603,23.5,16.3,3.19,1.0,445.0,10.6,18.3,389.0,28.1,46.1,17.9
5604,57.8,15.0,37.5,40.0,18.8,29.4,30.5,322.0,10.6,34.9,22.3
5605,40.7,16.1,16.5,12.5,3.02,17.6,31.9,843.0,61.5,85.1,25.5
5606,45.7,15.4,8.98,124.0,22.1,4.18,8.66,661.0,11.7,17.5,8.43
5607,6.73,20.0,10.4,143.0,25.3,32.2,38.2,478.0,26.7,47.4,19.1
5608,125.0,123.0,14.1,10.4,4.96,16.0,16.4,514.0,19.3,21.1,4.14
5609,85.1,33.4,12.4,50.0,20.2,10.6,19.6,898.0,16.7,34.3,1.35
5610,186.0,165.0,22.9,26.4,4.83,8.74,16.5,538.0,36.2,30.5,12.3
5611,52.3,38.9,3.75,18.3,26.2,7.77,12.4,313.0,16.0,34.9,58.8
5612,96.5,30.2,14.1,23.5,13.7,28.6,48.3,1124.0,13.7,19.8,5.05
