var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var1(t)
315.0,-13.0,-3.0,1031.0,5.36,0.0,0.0,1.0,317.0
317.0,-12.0,-4.0,1031.0,0.89,0.0,0.0,4.0,325.0
325.0,-12.0,-5.0,1031.0,0.89,0.0,0.0,2.0,348.0
348.0,-12.0,-6.0,1031.0,0.45,0.0,0.0,4.0,336.0
336.0,-12.0,-6.0,1031.0,0.9,0.0,0.0,4.0,334.0
334.0,-13.0,-7.0,1031.0,0.89,0.0,0.0,2.0,345.0
345.0,-14.0,-8.0,1031.0,1.78,0.0,0.0,2.0,332.0
332.0,-13.0,-8.0,1031.0,3.13,0.0,0.0,3.0,337.0
337.0,-15.0,-8.0,1031.0,4.92,0.0,0.0,3.0,384.0
384.0,-15.0,-9.0,1031.0,6.71,0.0,0.0,3.0,240.0
240.0,-16.0,-9.0,1031.0,9.84,0.0,0.0,3.0,139.0
139.0,-14.0,-7.0,1031.0,12.97,0.0,0.0,3.0,111.0
111.0,-17.0,-10.0,1031.0,16.1,0.0,0.0,3.0,104.0
104.0,-16.0,-9.0,1031.0,20.12,0.0,0.0,3.0,124.0
124.0,-15.0,-6.0,1031.0,24.14,0.0,0.0,3.0,93.0
93.0,-13.0,-2.0,1032.0,27.27,0.0,0.0,3.0,98.0
98.0,-17.0,3.0,1033.0,4.02,0.0,0.0,2.0,66.0
66.0,-16.0,4.0,1032.0,8.94,0.0,0.0,2.0,47.0
47.0,-17.0,4.0,1032.0,13.86,0.0,0.0,2.0,34.0
34.0,-17.0,5.0,1031.0,17.88,0.0,0.0,2.0,36.0
36.0,-18.0,6.0,1031.0,21.01,0.0,0.0,2.0,36.0
36.0,-18.0,6.0,1031.0,24.14,0.0,0.0,2.0,33.0
33.0,-19.0,5.0,1031.0,25.93,0.0,0.0,2.0,29.0
29.0,-18.0,1.0,1032.0,1.79,0.0,0.0,1.0,105.0
105.0,-17.0,1.0,1033.0,4.92,0.0,0.0,1.0,121.0
121.0,-16.0,-1.0,1033.0,6.71,0.0,0.0,1.0,168.0
168.0,-14.0,-2.0,1034.0,0.89,0.0,0.0,4.0,202.0
202.0,-14.0,-4.0,1035.0,1.78,0.0,0.0,4.0,196.0
196.0,-13.0,-4.0,1035.0,2.67,0.0,0.0,4.0,216.0
216.0,-13.0,-6.0,1035.0,3.56,0.0,0.0,4.0,247.0
247.0,-14.0,-6.0,1036.0,0.89,0.0,0.0,2.0,273.0
273.0,-14.0,-6.0,1036.0,0.89,0.0,0.0,1.0,334.0
334.0,-15.0,-9.0,1036.0,0.89,0.0,0.0,3.0,417.0
417.0,-14.0,-8.0,1036.0,0.45,0.0,0.0,4.0,457.0
457.0,-15.0,-9.0,1036.0,0.89,0.0,0.0,3.0,426.0
426.0,-14.0,-8.0,1035.0,0.45,0.0,0.0,4.0,377.0
377.0,-14.0,-9.0,1035.0,1.79,0.0,0.0,2.0,346.0
346.0,-14.0,-9.0,1036.0,0.89,0.0,0.0,4.0,332.0
332.0,-13.0,-9.0,1036.0,1.79,0.0,0.0,2.0,282.0
282.0,-12.0,-6.0,1037.0,1.79,0.0,0.0,3.0,211.0
211.0,-11.0,-4.0,1036.0,3.58,0.0,0.0,3.0,201.0
201.0,-11.0,-1.0,1036.0,0.89,0.0,0.0,4.0,235.0
235.0,-10.0,0.0,1035.0,1.78,0.0,0.0,4.0,283.0
283.0,-11.0,0.0,1034.0,2.67,0.0,0.0,4.0,313.0
313.0,-10.0,1.0,1033.0,3.56,0.0,0.0,4.0,337.0
337.0,-10.0,1.0,1032.0,4.45,0.0,0.0,4.0,362.0
362.0,-11.0,0.0,1032.0,5.34,0.0,0.0,4.0,333.0
333.0,-10.0,-2.0,1031.0,0.89,0.0,0.0,1.0,312.0
312.0,-10.0,-4.0,1032.0,1.79,0.0,0.0,3.0,309.0
309.0,-10.0,-4.0,1032.0,0.89,0.0,0.0,2.0,332.0
332.0,-10.0,-4.0,1032.0,1.79,0.0,0.0,3.0,294.0
294.0,-9.0,-4.0,1031.0,0.89,0.0,0.0,2.0,302.0
302.0,-9.0,-4.0,1031.0,1.78,0.0,0.0,2.0,267.0
267.0,-9.0,-5.0,1031.0,0.45,0.0,0.0,4.0,267.0
267.0,-10.0,-6.0,1031.0,1.79,0.0,0.0,3.0,297.0
297.0,-11.0,-7.0,1030.0,3.58,0.0,0.0,3.0,329.0
329.0,-11.0,-7.0,1029.0,5.37,0.0,0.0,3.0,326.0
326.0,-10.0,-7.0,1029.0,7.16,0.0,0.0,3.0,305.0
305.0,-10.0,-7.0,1028.0,8.95,0.0,0.0,3.0,281.0
281.0,-10.0,-7.0,1028.0,10.74,0.0,0.0,3.0,254.0
254.0,-12.0,-8.0,1028.0,13.87,0.0,0.0,3.0,247.0
247.0,-12.0,-8.0,1028.0,15.66,0.0,0.0,3.0,265.0
265.0,-12.0,-8.0,1029.0,18.79,0.0,0.0,3.0,262.0
262.0,-10.0,-6.0,1029.0,22.81,0.0,0.0,3.0,267.0
267.0,-8.0,-3.0,1029.0,24.6,0.0,0.0,3.0,282.0
282.0,-10.0,-1.0,1028.0,27.73,0.0,0.0,3.0,295.0
295.0,-11.0,2.0,1026.0,30.86,0.0,0.0,3.0,286.0
286.0,-11.0,4.0,1025.0,33.99,0.0,0.0,3.0,84.0
84.0,-14.0,7.0,1024.0,38.01,0.0,0.0,3.0,58.0
58.0,-15.0,6.0,1024.0,42.03,0.0,0.0,3.0,43.0
43.0,-19.0,6.0,1025.0,50.08,0.0,0.0,3.0,36.0
36.0,-22.0,4.0,1026.0,59.91,0.0,0.0,3.0,26.0
26.0,-23.0,2.0,1028.0,67.06,0.0,0.0,3.0,36.0
36.0,-23.0,1.0,1030.0,75.11,0.0,0.0,3.0,32.0
32.0,-23.0,-1.0,1031.0,90.31,0.0,0.0,3.0,21.0
21.0,-23.0,-2.0,1031.0,104.17,0.0,0.0,3.0,18.0
18.0,-24.0,-3.0,1032.0,118.03,0.0,0.0,3.0,20.0
20.0,-23.0,-3.0,1032.0,130.99,0.0,0.0,3.0,13.0
13.0,-22.0,-3.0,1032.0,143.06,0.0,0.0,3.0,15.0
15.0,-22.0,-4.0,1032.0,152.89,0.0,0.0,3.0,11.0
11.0,-21.0,-4.0,1032.0,162.72,0.0,0.0,3.0,13.0
13.0,-22.0,-4.0,1033.0,172.55,0.0,0.0,3.0,16.0
16.0,-22.0,-5.0,1034.0,180.6,0.0,0.0,3.0,13.0
13.0,-22.0,-5.0,1034.0,189.54,0.0,0.0,3.0,13.0
13.0,-23.0,-5.0,1035.0,196.69,0.0,0.0,3.0,11.0
11.0,-23.0,-5.0,1035.0,204.74,0.0,0.0,3.0,18.0
18.0,-23.0,-5.0,1036.0,212.79,0.0,0.0,3.0,17.0
17.0,-23.0,-3.0,1036.0,219.94,0.0,0.0,3.0,16.0
16.0,-23.0,-2.0,1036.0,228.88,0.0,0.0,3.0,16.0
16.0,-23.0,-1.0,1036.0,237.82,0.0,0.0,3.0,18.0
18.0,-26.0,1.0,1035.0,249.0,0.0,0.0,3.0,15.0
15.0,-26.0,2.0,1034.0,257.94,0.0,0.0,3.0,14.0
14.0,-25.0,2.0,1033.0,269.12,0.0,0.0,3.0,16.0
16.0,-26.0,2.0,1033.0,278.95,0.0,0.0,3.0,13.0
13.0,-25.0,2.0,1033.0,288.78,0.0,0.0,3.0,11.0
11.0,-25.0,1.0,1034.0,296.83,0.0,0.0,3.0,14.0
14.0,-25.0,0.0,1034.0,306.66,0.0,0.0,3.0,17.0
17.0,-23.0,0.0,1034.0,314.71,0.0,0.0,3.0,16.0
16.0,-23.0,-1.0,1034.0,322.76,0.0,0.0,3.0,13.0
13.0,-23.0,-1.0,1034.0,331.7,0.0,0.0,3.0,17.0
17.0,-23.0,-1.0,1034.0,338.85,0.0,0.0,3.0,15.0
15.0,-23.0,-4.0,1034.0,343.77,0.0,0.0,3.0,13.0
13.0,-22.0,-5.0,1034.0,347.79,0.0,0.0,3.0,23.0
23.0,-23.0,-3.0,1034.0,352.71,0.0,0.0,3.0,16.0
16.0,-23.0,-3.0,1034.0,358.52,0.0,0.0,3.0,18.0
18.0,-23.0,-2.0,1034.0,364.33,0.0,0.0,3.0,12.0
12.0,-23.0,-3.0,1033.0,370.14,0.0,0.0,3.0,16.0
16.0,-22.0,-4.0,1033.0,374.16,0.0,0.0,3.0,9.0
9.0,-22.0,-4.0,1033.0,379.08,0.0,0.0,3.0,14.0
14.0,-22.0,-4.0,1033.0,384.89,0.0,0.0,3.0,18.0
18.0,-21.0,-4.0,1033.0,392.04,0.0,0.0,3.0,24.0
24.0,-22.0,-2.0,1033.0,397.85,0.0,0.0,3.0,25.0
25.0,-22.0,-2.0,1033.0,403.66,0.0,0.0,3.0,21.0
21.0,-21.0,-1.0,1032.0,409.47,0.0,0.0,3.0,23.0
23.0,-21.0,0.0,1030.0,415.28,0.0,0.0,3.0,27.0
27.0,-24.0,0.0,1029.0,420.2,0.0,0.0,3.0,18.0
18.0,-24.0,1.0,1028.0,425.12,0.0,0.0,3.0,15.0
15.0,-23.0,1.0,1027.0,428.25,0.0,0.0,3.0,20.0
20.0,-23.0,0.0,1027.0,0.89,0.0,0.0,4.0,27.0
27.0,-23.0,1.0,1027.0,1.79,0.0,0.0,3.0,30.0
30.0,-19.0,-2.0,1027.0,1.79,0.0,0.0,1.0,54.0
54.0,-20.0,-2.0,1027.0,0.89,0.0,0.0,4.0,64.0
64.0,-19.0,-3.0,1027.0,0.89,0.0,0.0,2.0,126.0
126.0,-18.0,-4.0,1027.0,0.45,0.0,0.0,4.0,108.0
108.0,-18.0,-5.0,1027.0,1.79,0.0,0.0,2.0,45.0
45.0,-19.0,-6.0,1027.0,1.79,0.0,0.0,3.0,30.0
30.0,-20.0,-6.0,1027.0,3.58,0.0,0.0,3.0,21.0
21.0,-18.0,-3.0,1027.0,7.6,0.0,0.0,3.0,14.0
14.0,-17.0,-2.0,1027.0,13.41,0.0,0.0,3.0,12.0
12.0,-17.0,-3.0,1027.0,20.56,0.0,0.0,3.0,14.0
14.0,-18.0,-4.0,1027.0,24.58,0.0,0.0,3.0,17.0
17.0,-20.0,-3.0,1027.0,31.73,0.0,0.0,3.0,13.0
13.0,-20.0,-4.0,1027.0,39.78,0.0,0.0,3.0,15.0
15.0,-20.0,-4.0,1027.0,46.93,0.0,0.0,3.0,17.0
17.0,-20.0,-4.0,1028.0,52.74,0.0,0.0,3.0,21.0
21.0,-21.0,-3.0,1029.0,59.89,0.0,0.0,3.0,17.0
17.0,-23.0,-2.0,1029.0,68.83,0.0,0.0,3.0,14.0
14.0,-24.0,-1.0,1029.0,77.77,0.0,0.0,3.0,11.0
11.0,-23.0,0.0,1028.0,84.92,0.0,0.0,3.0,11.0
11.0,-27.0,1.0,1026.0,93.86,0.0,0.0,3.0,15.0
15.0,-26.0,1.0,1025.0,101.91,0.0,0.0,3.0,21.0
21.0,-27.0,2.0,1025.0,109.06,0.0,0.0,3.0,14.0
14.0,-26.0,2.0,1025.0,114.87,0.0,0.0,3.0,20.0
20.0,-27.0,1.0,1024.0,119.79,0.0,0.0,3.0,22.0
22.0,-27.0,1.0,1024.0,124.71,0.0,0.0,3.0,30.0
30.0,-26.0,1.0,1025.0,128.73,0.0,0.0,3.0,0.0
0.0,-26.0,0.0,1024.0,131.86,0.0,0.0,3.0,38.0
38.0,-26.0,0.0,1024.0,136.78,0.0,0.0,3.0,38.0
38.0,-26.0,0.0,1024.0,139.91,0.0,0.0,3.0,48.0
48.0,-26.0,0.0,1024.0,143.04,0.0,0.0,3.0,58.0
58.0,-23.0,-1.0,1024.0,4.02,0.0,0.0,1.0,64.0
64.0,-24.0,0.0,1023.0,5.81,0.0,0.0,3.0,74.0
74.0,-24.0,-1.0,1023.0,9.83,0.0,0.0,3.0,77.0
77.0,-24.0,0.0,1022.0,16.98,0.0,0.0,3.0,32.0
32.0,-24.0,0.0,1022.0,24.13,0.0,0.0,3.0,27.0
27.0,-24.0,-2.0,1021.0,28.15,0.0,0.0,3.0,24.0
24.0,-24.0,-3.0,1021.0,32.17,0.0,0.0,3.0,33.0
33.0,-23.0,-4.0,1021.0,0.89,0.0,0.0,4.0,60.0
60.0,-22.0,-7.0,1021.0,1.78,0.0,0.0,4.0,77.0
77.0,-18.0,-3.0,1021.0,1.79,0.0,0.0,1.0,84.0
84.0,-22.0,1.0,1021.0,0.89,0.0,0.0,4.0,67.0
67.0,-23.0,4.0,1020.0,1.78,0.0,0.0,4.0,59.0
59.0,-24.0,5.0,1019.0,1.79,0.0,0.0,1.0,42.0
42.0,-25.0,6.0,1017.0,5.81,0.0,0.0,1.0,32.0
32.0,-24.0,7.0,1016.0,10.73,0.0,0.0,1.0,44.0
44.0,-24.0,7.0,1016.0,15.65,0.0,0.0,1.0,68.0
68.0,-25.0,6.0,1016.0,19.67,0.0,0.0,1.0,43.0
43.0,-24.0,4.0,1016.0,22.8,0.0,0.0,1.0,0.0
0.0,-24.0,2.0,1016.0,24.59,0.0,0.0,1.0,0.0
0.0,-23.0,4.0,1017.0,27.72,0.0,0.0,1.0,0.0
0.0,-23.0,1.0,1017.0,29.51,0.0,0.0,1.0,0.0
0.0,-23.0,4.0,1017.0,1.79,0.0,0.0,4.0,0.0
0.0,-18.0,-3.0,1017.0,2.68,0.0,0.0,4.0,0.0
0.0,-17.0,-2.0,1017.0,3.13,0.0,0.0,4.0,0.0
0.0,-23.0,3.0,1017.0,4.92,0.0,0.0,3.0,0.0
0.0,-23.0,2.0,1017.0,10.73,0.0,0.0,3.0,0.0
0.0,-24.0,3.0,1017.0,17.88,0.0,0.0,3.0,0.0
0.0,-24.0,3.0,1017.0,25.93,0.0,0.0,3.0,0.0
0.0,-24.0,1.0,1016.0,29.95,0.0,0.0,3.0,0.0
0.0,-24.0,1.0,1016.0,33.97,0.0,0.0,3.0,0.0
0.0,-24.0,0.0,1016.0,35.76,0.0,0.0,3.0,0.0
0.0,-23.0,3.0,1016.0,42.91,0.0,0.0,3.0,0.0
0.0,-23.0,3.0,1017.0,50.06,0.0,0.0,3.0,0.0
0.0,-23.0,4.0,1017.0,57.21,0.0,0.0,3.0,0.0
0.0,-22.0,5.0,1017.0,66.15,0.0,0.0,3.0,34.0
34.0,-23.0,6.0,1017.0,75.98,0.0,0.0,3.0,25.0
25.0,-22.0,6.0,1016.0,85.81,0.0,0.0,3.0,27.0
27.0,-22.0,7.0,1015.0,95.64,0.0,0.0,3.0,25.0
25.0,-21.0,7.0,1015.0,104.58,0.0,0.0,3.0,25.0
25.0,-23.0,7.0,1014.0,112.63,0.0,0.0,3.0,25.0
25.0,-23.0,7.0,1014.0,120.68,0.0,0.0,3.0,25.0
25.0,-22.0,6.0,1015.0,126.49,0.0,0.0,3.0,36.0
36.0,-22.0,5.0,1015.0,130.51,0.0,0.0,3.0,36.0
36.0,-22.0,6.0,1015.0,132.3,0.0,0.0,3.0,64.0
64.0,-21.0,5.0,1015.0,3.13,0.0,0.0,1.0,67.0
67.0,-20.0,3.0,1015.0,1.79,0.0,0.0,4.0,72.0
72.0,-20.0,3.0,1014.0,3.13,0.0,0.0,1.0,88.0
88.0,-21.0,4.0,1014.0,4.92,0.0,0.0,1.0,84.0
84.0,-18.0,-2.0,1013.0,0.89,0.0,0.0,4.0,87.0
87.0,-20.0,1.0,1013.0,1.79,0.0,0.0,1.0,107.0
107.0,-18.0,-2.0,1012.0,0.89,0.0,0.0,4.0,129.0
129.0,-16.0,-5.0,1012.0,1.79,0.0,0.0,3.0,109.0
109.0,-16.0,-2.0,1011.0,3.58,0.0,0.0,3.0,113.0
113.0,-15.0,-5.0,1011.0,1.79,0.0,0.0,1.0,83.0
83.0,-19.0,2.0,1010.0,3.13,0.0,0.0,3.0,71.0
71.0,-20.0,5.0,1011.0,10.28,0.0,0.0,3.0,61.0
61.0,-19.0,5.0,1012.0,17.43,0.0,0.0,3.0,50.0
50.0,-19.0,6.0,1013.0,27.26,0.0,0.0,3.0,48.0
48.0,-18.0,7.0,1013.0,37.09,0.0,0.0,3.0,41.0
41.0,-19.0,7.0,1013.0,46.03,0.0,0.0,3.0,34.0
34.0,-18.0,9.0,1012.0,57.21,0.0,0.0,3.0,28.0
28.0,-18.0,9.0,1011.0,65.26,0.0,0.0,3.0,22.0
22.0,-19.0,9.0,1011.0,73.31,0.0,0.0,3.0,19.0
19.0,-18.0,9.0,1012.0,83.14,0.0,0.0,3.0,16.0
16.0,-18.0,9.0,1012.0,92.97,0.0,0.0,3.0,21.0
21.0,-19.0,8.0,1012.0,102.8,0.0,0.0,3.0,15.0
15.0,-19.0,8.0,1013.0,109.95,0.0,0.0,3.0,22.0
22.0,-19.0,7.0,1013.0,114.87,0.0,0.0,3.0,18.0
18.0,-21.0,7.0,1014.0,119.79,0.0,0.0,3.0,23.0
23.0,-21.0,7.0,1014.0,125.6,0.0,0.0,3.0,20.0
20.0,-21.0,6.0,1014.0,130.52,0.0,0.0,3.0,23.0
23.0,-20.0,7.0,1014.0,137.67,0.0,0.0,3.0,24.0
24.0,-20.0,7.0,1014.0,143.48,0.0,0.0,3.0,53.0
53.0,-20.0,7.0,1013.0,147.5,0.0,0.0,3.0,65.0
65.0,-20.0,6.0,1013.0,151.52,0.0,0.0,3.0,70.0
70.0,-20.0,6.0,1013.0,153.31,0.0,0.0,3.0,79.0
79.0,-18.0,3.0,1012.0,0.89,0.0,0.0,4.0,92.0
92.0,-18.0,4.0,1012.0,4.02,0.0,0.0,3.0,106.0
106.0,-19.0,6.0,1012.0,8.94,0.0,0.0,3.0,75.0
75.0,-19.0,6.0,1013.0,16.09,0.0,0.0,3.0,58.0
58.0,-18.0,6.0,1013.0,21.9,0.0,0.0,3.0,33.0
33.0,-18.0,7.0,1014.0,26.82,0.0,0.0,3.0,51.0
51.0,-18.0,8.0,1015.0,31.74,0.0,0.0,3.0,32.0
32.0,-18.0,9.0,1015.0,39.79,0.0,0.0,3.0,23.0
23.0,-17.0,10.0,1015.0,48.73,0.0,0.0,3.0,28.0
28.0,-18.0,11.0,1014.0,55.88,0.0,0.0,3.0,23.0
23.0,-17.0,11.0,1014.0,63.93,0.0,0.0,3.0,24.0
24.0,-17.0,11.0,1014.0,71.08,0.0,0.0,3.0,26.0
26.0,-17.0,11.0,1014.0,76.89,0.0,0.0,3.0,26.0
26.0,-16.0,10.0,1015.0,81.81,0.0,0.0,3.0,27.0
27.0,-16.0,9.0,1015.0,84.94,0.0,0.0,3.0,43.0
43.0,-16.0,9.0,1016.0,1.79,0.0,0.0,1.0,62.0
62.0,-14.0,3.0,1017.0,2.68,0.0,0.0,1.0,70.0
70.0,-14.0,0.0,1017.0,1.79,0.0,0.0,2.0,81.0
81.0,-12.0,-1.0,1018.0,0.89,0.0,0.0,1.0,111.0
111.0,-12.0,0.0,1019.0,1.79,0.0,0.0,3.0,144.0
144.0,-13.0,-2.0,1019.0,0.89,0.0,0.0,2.0,170.0
170.0,-12.0,-4.0,1019.0,0.89,0.0,0.0,4.0,174.0
174.0,-12.0,-4.0,1019.0,1.34,0.0,0.0,4.0,174.0
174.0,-12.0,-4.0,1019.0,0.89,0.0,0.0,3.0,172.0
172.0,-12.0,-5.0,1020.0,0.89,0.0,0.0,4.0,149.0
149.0,-10.0,-2.0,1020.0,1.79,0.0,0.0,1.0,166.0
166.0,-7.0,-2.0,1020.0,3.58,0.0,0.0,1.0,187.0
187.0,-9.0,-5.0,1020.0,0.89,0.0,0.0,2.0,107.0
107.0,-9.0,-5.0,1021.0,3.13,0.0,0.0,3.0,114.0
114.0,-7.0,-2.0,1021.0,4.92,0.0,0.0,3.0,108.0
108.0,-7.0,2.0,1021.0,6.71,0.0,0.0,3.0,102.0
102.0,-8.0,4.0,1020.0,0.89,0.0,0.0,4.0,95.0
95.0,-8.0,5.0,1019.0,1.78,0.0,0.0,4.0,127.0
127.0,-9.0,7.0,1017.0,2.67,0.0,0.0,4.0,125.0
125.0,-9.0,7.0,1016.0,4.46,0.0,0.0,4.0,128.0
128.0,-10.0,7.0,1016.0,5.35,0.0,0.0,4.0,146.0
146.0,-10.0,6.0,1016.0,5.8,0.0,0.0,4.0,165.0
165.0,-9.0,4.0,1016.0,6.69,0.0,0.0,4.0,173.0
173.0,-8.0,3.0,1016.0,7.58,0.0,0.0,4.0,195.0
195.0,-9.0,1.0,1016.0,8.47,0.0,0.0,4.0,239.0
239.0,-8.0,0.0,1017.0,9.36,0.0,0.0,4.0,232.0
232.0,-8.0,0.0,1017.0,0.89,0.0,0.0,1.0,242.0
242.0,-8.0,-1.0,1017.0,1.79,0.0,0.0,2.0,269.0
269.0,-7.0,-1.0,1018.0,4.02,0.0,0.0,3.0,264.0
264.0,-9.0,0.0,1018.0,7.15,0.0,0.0,3.0,220.0
220.0,-9.0,1.0,1018.0,0.45,0.0,0.0,4.0,146.0
146.0,-9.0,0.0,1019.0,4.02,0.0,0.0,3.0,34.0
34.0,-9.0,1.0,1019.0,0.89,0.0,0.0,4.0,34.0
34.0,-9.0,-2.0,1020.0,3.13,0.0,0.0,3.0,35.0
35.0,-9.0,-1.0,1020.0,7.15,0.0,0.0,3.0,45.0
45.0,-13.0,0.0,1020.0,0.89,0.0,0.0,4.0,43.0
43.0,-13.0,-1.0,1022.0,3.13,0.0,0.0,3.0,43.0
43.0,-12.0,-1.0,1023.0,7.15,0.0,0.0,3.0,36.0
36.0,-13.0,4.0,1024.0,11.17,0.0,0.0,3.0,36.0
36.0,-16.0,7.0,1025.0,14.3,0.0,0.0,3.0,23.0
23.0,-16.0,8.0,1024.0,17.43,0.0,0.0,3.0,25.0
25.0,-16.0,8.0,1023.0,20.56,0.0,0.0,3.0,29.0
29.0,-17.0,9.0,1022.0,22.35,0.0,0.0,3.0,26.0
26.0,-18.0,9.0,1022.0,1.79,0.0,0.0,2.0,21.0
21.0,-17.0,8.0,1022.0,3.58,0.0,0.0,2.0,25.0
25.0,-17.0,7.0,1022.0,1.79,0.0,0.0,1.0,31.0
31.0,-17.0,5.0,1023.0,3.58,0.0,0.0,1.0,43.0
43.0,-17.0,3.0,1023.0,0.45,0.0,0.0,4.0,46.0
46.0,-17.0,3.0,1024.0,1.34,0.0,0.0,4.0,50.0
50.0,-16.0,1.0,1024.0,2.23,0.0,0.0,4.0,68.0
68.0,-13.0,-1.0,1024.0,2.68,0.0,0.0,4.0,60.0
60.0,-11.0,-1.0,1025.0,1.79,0.0,0.0,1.0,103.0
103.0,-8.0,-1.0,1025.0,4.92,0.0,0.0,1.0,85.0
85.0,-6.0,-1.0,1026.0,6.71,0.0,0.0,1.0,86.0
86.0,-6.0,-2.0,1025.0,8.5,0.0,0.0,1.0,89.0
89.0,-7.0,-2.0,1025.0,0.89,0.0,0.0,4.0,77.0
77.0,-7.0,-2.0,1025.0,1.79,0.0,0.0,1.0,77.0
77.0,-9.0,-5.0,1025.0,0.45,0.0,0.0,4.0,75.0
75.0,-9.0,-5.0,1025.0,1.34,0.0,0.0,4.0,80.0
80.0,-9.0,-6.0,1025.0,1.79,0.0,0.0,4.0,86.0
86.0,-7.0,-4.0,1025.0,0.89,0.0,0.0,1.0,95.0
95.0,-7.0,-3.0,1025.0,0.89,0.0,0.0,4.0,101.0
101.0,-6.0,-2.0,1025.0,0.89,0.0,0.0,1.0,132.0
132.0,-6.0,-1.0,1025.0,1.78,0.0,0.0,1.0,153.0
153.0,-5.0,-1.0,1024.0,3.57,0.0,0.0,1.0,173.0
173.0,-6.0,0.0,1023.0,1.79,0.0,0.0,2.0,178.0
178.0,-7.0,1.0,1021.0,0.89,0.0,0.0,4.0,176.0
176.0,-7.0,2.0,1020.0,1.79,0.0,0.0,1.0,209.0
209.0,-7.0,2.0,1020.0,0.89,0.0,0.0,4.0,219.0
219.0,-7.0,2.0,1020.0,1.79,0.0,0.0,3.0,224.0
224.0,-7.0,1.0,1020.0,3.58,0.0,0.0,3.0,212.0
212.0,-8.0,-2.0,1020.0,6.71,0.0,0.0,3.0,221.0
221.0,-8.0,-3.0,1021.0,8.5,0.0,0.0,3.0,221.0
221.0,-8.0,-4.0,1021.0,10.29,0.0,0.0,3.0,217.0
217.0,-8.0,-4.0,1021.0,0.89,0.0,0.0,4.0,203.0
203.0,-8.0,-4.0,1021.0,1.78,0.0,0.0,4.0,221.0
221.0,-9.0,-5.0,1021.0,1.79,0.0,0.0,3.0,192.0
192.0,-8.0,-4.0,1021.0,3.58,0.0,0.0,3.0,183.0
183.0,-10.0,-6.0,1022.0,6.71,0.0,0.0,3.0,175.0
175.0,-8.0,-5.0,1022.0,10.73,0.0,0.0,3.0,177.0
177.0,-9.0,-6.0,1022.0,14.75,0.0,0.0,3.0,183.0
183.0,-10.0,-7.0,1023.0,17.88,0.0,0.0,3.0,155.0
155.0,-10.0,-7.0,1023.0,22.8,0.0,0.0,3.0,151.0
151.0,-9.0,-6.0,1023.0,26.82,0.0,0.0,3.0,137.0
137.0,-10.0,-7.0,1024.0,29.95,0.0,0.0,3.0,109.0
109.0,-8.0,-4.0,1024.0,34.87,0.0,0.0,3.0,140.0
140.0,-8.0,-2.0,1025.0,39.79,0.0,0.0,3.0,117.0
117.0,-8.0,1.0,1026.0,42.92,0.0,0.0,3.0,128.0
128.0,-12.0,5.0,1026.0,46.05,0.0,0.0,3.0,54.0
54.0,-14.0,5.0,1025.0,3.13,0.0,0.0,2.0,34.0
34.0,-14.0,5.0,1024.0,6.26,0.0,0.0,2.0,32.0
32.0,-15.0,6.0,1024.0,9.39,0.0,0.0,2.0,28.0
28.0,-15.0,6.0,1024.0,12.52,0.0,0.0,2.0,29.0
29.0,-15.0,6.0,1024.0,3.13,0.0,0.0,1.0,37.0
37.0,-15.0,3.0,1024.0,4.92,0.0,0.0,1.0,46.0
46.0,-15.0,1.0,1025.0,6.71,0.0,0.0,1.0,54.0
54.0,-12.0,-1.0,1025.0,0.89,0.0,0.0,4.0,53.0
53.0,-12.0,-2.0,1026.0,1.78,0.0,0.0,4.0,47.0
47.0,-12.0,0.0,1026.0,4.02,0.0,0.0,1.0,112.0
112.0,-9.0,-1.0,1027.0,7.15,0.0,0.0,1.0,125.0
125.0,-8.0,-2.0,1028.0,8.94,0.0,0.0,1.0,128.0
128.0,-7.0,-3.0,1028.0,0.89,0.0,0.0,4.0,126.0
126.0,-5.0,-2.0,1028.0,1.78,0.0,0.0,4.0,153.0
153.0,-5.0,-1.0,1028.0,2.67,0.0,0.0,4.0,157.0
157.0,-5.0,-1.0,1028.0,3.12,1.0,0.0,4.0,144.0
144.0,-5.0,-1.0,1027.0,0.89,2.0,0.0,1.0,138.0
138.0,-5.0,-1.0,1027.0,0.89,3.0,0.0,4.0,128.0
128.0,-5.0,-1.0,1027.0,1.79,0.0,0.0,1.0,126.0
126.0,-5.0,-1.0,1027.0,3.58,0.0,0.0,1.0,126.0
126.0,-5.0,-1.0,1027.0,5.37,0.0,0.0,1.0,159.0
159.0,-6.0,-1.0,1028.0,8.5,1.0,0.0,1.0,149.0
149.0,-5.0,-1.0,1028.0,11.63,2.0,0.0,1.0,123.0
123.0,-4.0,0.0,1027.0,15.65,0.0,0.0,1.0,150.0
150.0,-4.0,0.0,1026.0,18.78,0.0,0.0,1.0,146.0
146.0,-5.0,0.0,1025.0,22.8,0.0,0.0,1.0,145.0
145.0,-5.0,0.0,1024.0,25.93,0.0,0.0,1.0,160.0
160.0,-5.0,0.0,1024.0,27.72,0.0,0.0,1.0,148.0
148.0,-5.0,0.0,1024.0,29.51,0.0,0.0,1.0,156.0
156.0,-5.0,0.0,1024.0,30.4,0.0,0.0,1.0,158.0
158.0,-7.0,-2.0,1024.0,31.29,0.0,0.0,1.0,167.0
167.0,-6.0,-2.0,1024.0,0.89,0.0,0.0,2.0,171.0
