,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Side,City,County,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition
6206,2,2018-08-14 6:17,2018-08-14 6:47,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-14 5:56,57.9,87,10,WSW,12.7,,Overcast
6207,2,2018-08-14 17:43,2018-08-14 18:13,37.814097,-122.477939,37.807299,-122.475823,0.484,Between Golden Gate Brg and Golden Gate Bridge/Toll Plaza - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-14 17:56,64,73,10,West,16.1,,Mostly Cloudy
6209,2,2018-08-15 16:30,2018-08-15 17:00,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-15 16:56,68,63,10,West,19.6,,Partly Cloudy
6210,2,2018-08-16 13:50,2018-08-16 14:19,37.78224,-122.4103,37.78217,-122.4102,0.007,At Market St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-16 13:56,68,61,10,West,21.9,,Partly Cloudy
6211,2,2018-08-16 14:14,2018-08-16 14:43,37.80592,-122.4702,37.80592,-122.4702,0,At Hoffman St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-16 13:56,68,61,10,West,21.9,,Partly Cloudy
6212,2,2018-08-16 15:01,2018-08-16 15:31,37.73533,-122.40676,37.74054,-122.407786,0.364,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-16 14:56,70,57,10,West,24.2,,Partly Cloudy
6214,3,2018-08-21 6:49,2018-08-21 7:18,37.76905,-122.40925,37.77055,-122.40553,0.228,Ramp to US-101 - Accident. Left lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-21 6:56,57.9,84,10,SW,5.8,,Overcast
6216,4,2018-08-22 11:53,2018-08-22 12:23,37.766668,-122.405076,37.766668,-122.405076,0,Closed at I-80 - Road closed due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-22 11:56,64,70,9,WSW,9.2,,Overcast
6218,2,2018-08-23 9:33,2018-08-23 10:03,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-23 9:56,61,72,8,SW,5.8,,Overcast
6219,2,2018-08-23 19:19,2018-08-23 19:49,37.768894,-122.418269,37.768941,-122.418763,0.027,At 13th St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-23 18:56,64.9,63,4,West,15,,Haze
6220,2,2018-08-24 7:10,2018-08-24 7:40,37.74041,-122.40782,37.74041,-122.40782,0,Ramp to US-101 (San Francisco) - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-24 6:56,59,83,10,WNW,5.8,,Overcast
6221,3,2018-08-26 17:20,2018-08-26 17:50,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-26 16:56,69.1,57,10,WNW,15,,Partly Cloudy
6222,2,2018-08-27 15:33,2018-08-27 16:03,37.771646,-122.406193,37.77579,-122.40504,0.293,At 7th St/Bryant St - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-27 15:56,68,63,10,SSW,13.8,,Partly Cloudy
6223,2,2018-08-29 9:50,2018-08-29 10:20,37.800291,-122.46951,37.787199,-122.4725,0.919,Between US-101 and Presidio of San Francisco - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-29 9:56,66,65,10,SSE,5.8,,Mostly Cloudy
6224,2,2018-08-29 19:14,2018-08-29 19:44,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-08-29 18:56,66.9,66,10,SW,17.3,,Scattered Clouds
6225,2,2018-07-02 12:57,2018-07-02 18:57,37.76877,-122.40656,37.769303,-122.407335,0.056,At I-80/James Lick Skwy - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-02 12:56,73,55,10,North,13.8,,Overcast
6226,2,2018-07-02 12:57,2018-07-02 18:57,37.76542,-122.40486,37.76877,-122.40656,0.249,At I-80 - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-02 12:56,73,55,10,North,13.8,,Overcast
6227,2,2018-07-02 17:39,2018-07-02 23:39,37.765912,-122.40523,37.752966,-122.40302,0.903,Between I-80 and Army St/Potrero Ave - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-02 17:56,71.1,55,10,WNW,16.1,,Mostly Cloudy
6228,2,2018-07-03 15:27,2018-07-03 21:27,37.77056,-122.40589,37.76624,-122.40526,0.3,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-03 15:56,73.9,45,10,SW,17.3,,Partly Cloudy
6230,2,2018-07-03 19:52,2018-07-04 1:52,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-03 19:56,69.1,53,10,South,6.9,,Partly Cloudy
6232,2,2018-07-04 19:40,2018-07-05 1:40,37.724089,-122.401318,37.724089,-122.401318,0,At Bacon St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-04 19:56,69.1,53,10,West,15,,Partly Cloudy
6234,2,2018-07-05 15:30,2018-07-05 21:30,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-05 15:56,75.9,43,10,WNW,18.4,,Partly Cloudy
6238,2,2018-07-10 11:00,2018-07-10 17:00,37.73174,-122.40434,37.7335,-122.41211,0.442,Ramp to Alemany Blvd - Accident. Lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-10 10:56,68,55,10,WNW,15,,Partly Cloudy
6239,2,2018-07-10 11:00,2018-07-10 17:00,37.7251,-122.40167,37.73174,-122.40434,0.481,Ramp to I-280/John F Foran Fwy - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-10 10:56,68,55,10,WNW,15,,Partly Cloudy
6240,2,2018-07-11 15:30,2018-07-11 21:30,37.780979,-122.408689,37.780979,-122.408689,0,At Market St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-11 15:56,70,59,10,WNW,18.4,,Partly Cloudy
6241,2,2018-07-11 18:24,2018-07-12 0:24,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-11 17:56,66,68,10,WNW,23,,Partly Cloudy
6245,2,2018-07-17 7:20,2018-07-17 7:49,37.732032,-122.419726,37.73158,-122.42329,0.197,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-17 6:56,55.9,87,9,SW,5.8,,Overcast
6246,2,2018-07-18 14:59,2018-07-18 15:29,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-18 14:56,70,61,10,NW,20.7,,Mostly Cloudy
6247,2,2018-07-19 6:31,2018-07-19 7:01,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-19 6:56,60.1,80,10,South,3.5,,Mostly Cloudy
6248,2,2018-07-20 0:16,2018-07-20 0:45,37.726279,-122.446041,37.726279,-122.446041,0,At Ocean Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-20 0:56,57.9,84,10,WNW,6.9,,Partly Cloudy
6256,2,2018-07-23 10:11,2018-07-23 10:40,37.744158,-122.405461,37.744158,-122.405461,0,At Army St/Potrero Ave - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-23 9:56,63,75,10,WNW,11.5,,Partly Cloudy
6257,2,2018-07-23 10:42,2018-07-23 11:11,37.71403,-122.45152,37.71029,-122.46565,0.814,Between Sickles Ave and St Charles Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-23 10:56,64.9,70,10,WNW,15,,Partly Cloudy
6258,3,2018-07-23 18:39,2018-07-23 19:09,37.71145,-122.39556,37.72008,-122.39976,0.639,Between 3rd St/Exit 429B/Exit 429C and Paul Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-23 18:56,64,67,10,WNW,23,,Scattered Clouds
6259,3,2018-07-23 18:53,2018-07-23 19:22,37.721675,-122.40031,37.74348,-122.40598,1.538,Between Paul Ave and Army St/Potrero Ave - Accident. Object on the road. Danger. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-23 18:56,64,67,10,WNW,23,,Scattered Clouds
6260,3,2018-07-23 19:02,2018-07-23 19:31,37.721675,-122.40031,37.75251,-122.40279,2.135,Between 3rd St/Exit 429B/Exit 429C and Army St/Potrero Ave - Accident. Object on roadway {something that does not neccessarily block the road or part of it}. Lane blocked. danger.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-23 18:56,64,67,10,WNW,23,,Scattered Clouds
6262,3,2018-07-24 18:26,2018-07-24 18:55,37.76542,-122.40486,37.77055,-122.40553,0.356,At US-101 - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-24 18:56,63,75,10,WNW,18.4,,Partly Cloudy
6264,2,2018-07-25 11:36,2018-07-25 12:05,37.76542,-122.40486,37.76877,-122.40656,0.249,At I-80 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-25 11:56,66.9,66,10,WNW,19.6,,Partly Cloudy
6265,3,2018-07-25 13:54,2018-07-25 14:23,37.77332,-122.40654,37.776996,-122.40324,0.311,Between US-101 and 4th St/5th St - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-25 13:56,66.9,63,10,WNW,24.2,,Partly Cloudy
6267,2,2018-07-26 8:12,2018-07-26 8:41,37.775979,-122.404821,37.77848,-122.40061,0.288,At 4th St/5th St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-26 7:56,55.9,90,10,WNW,11.5,,Overcast
6268,3,2018-07-26 15:28,2018-07-26 21:28,37.80821,-122.47655,37.83165,-122.48014,1.631,Between Golden Gate Bridge/Toll Plaza and Golden Gate Brg (Marin County) - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-26 15:56,64,67,10,WNW,25.3,,Scattered Clouds
6269,3,2018-07-26 15:30,2018-07-26 21:30,37.769146,-122.40977,37.76792,-122.40578,0.234,At I-80/James Lick Skwy - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-26 15:56,64,67,10,WNW,25.3,,Scattered Clouds
6270,3,2018-07-26 15:30,2018-07-26 21:30,37.76792,-122.40578,37.76624,-122.40526,0.12,At I-80 - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-26 15:56,64,67,10,WNW,25.3,,Scattered Clouds
6273,3,2018-07-30 16:41,2018-07-30 22:41,37.76905,-122.40925,37.77055,-122.40553,0.228,Ramp to I-80/James Lick Skwy Eastbound - Accident. Lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-30 16:56,61,72,10,WNW,24.2,,Scattered Clouds
6274,3,2018-07-30 16:41,2018-07-30 22:41,37.770273,-122.405372,37.7772,-122.402859,0.498,At US-101 - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-07-30 16:56,61,72,10,WNW,24.2,,Scattered Clouds
6276,2,2018-06-04 5:39,2018-06-04 11:39,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident. Right lane blocked.,R,San Francisco,San Mateo,US/Pacific,KSFO,2018-06-04 5:56,55.9,75,10,WNW,18.4,,Partly Cloudy
6278,2,2018-06-06 8:55,2018-06-06 14:55,37.80721,-122.47535,37.83259,-122.48103,1.781,Between Merchant Rd and Golden Gate Vista Pt - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-06 8:56,57.9,70,10,WSW,18.4,,Overcast
6279,2,2018-06-06 9:49,2018-06-06 15:49,37.76542,-122.40486,37.772841,-122.40657,0.521,Between US-101 and 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-06 9:56,59,67,10,West,19.6,,Overcast
6280,2,2018-06-06 11:25,2018-06-06 17:25,37.76966,-122.41729,37.76905,-122.40925,0.441,Between S Van Ness Ave and I-80/James Lick Skwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-06 10:56,61,64,10,WSW,21.9,,Mostly Cloudy
6282,2,2018-06-06 17:50,2018-06-06 23:50,37.71011,-122.3955,37.70477,-122.39434,0.374,At Alanna Rd/Exit 429A - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-06 17:56,62.1,62,10,WSW,23,,Mostly Cloudy
6284,3,2018-06-08 10:01,2018-06-08 16:01,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-08 9:56,64,60,10,WNW,16.1,,Partly Cloudy
6285,2,2018-06-11 3:26,2018-06-11 9:26,37.746211,-122.4048,37.73515,-122.40685,0.772,At I-280/Alemany Blvd - Accident. Vehicle fire.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-11 3:56,55.9,72,10,West,17.3,,Clear
6287,2,2018-06-13 8:44,2018-06-13 14:44,37.77188,-122.42346,37.77188,-122.42346,0,At Central Fwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-13 8:56,64.9,56,10,North,4.6,,Clear
6288,3,2018-06-13 18:31,2018-06-14 0:31,37.71951,-122.44822,37.72119,-122.44777,0.119,Ramp to Geneva Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-13 18:56,64,60,10,West,24.2,,Partly Cloudy
6291,2,2018-06-15 11:49,2018-06-15 17:49,37.77284,-122.40657,37.77284,-122.40657,0,At 1 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-15 11:56,64,58,10,WSW,19.6,,Partly Cloudy
6293,3,2018-06-20 2:09,2018-06-20 8:09,37.76215,-122.40566,37.76724,-122.40516,0.353,Between Vermont St and I-80 - Accident. Roadway reduced to 1 lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-20 1:56,55.9,77,10,West,11.5,,Mostly Cloudy
6294,3,2018-06-20 2:09,2018-06-20 8:09,37.76542,-122.40486,37.768528,-122.4051,0.215,At US-101 - Accident. Roadway reduced to 1 lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-20 1:56,55.9,77,10,West,11.5,,Mostly Cloudy
6298,2,2018-06-20 19:09,2018-06-21 1:09,37.723988,-122.401277,37.723988,-122.401277,0,At Bacon St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-20 18:56,60.1,69,10,West,23,,Mostly Cloudy
6301,2,2018-06-22 15:27,2018-06-22 21:27,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-22 15:56,73.9,43,10,WNW,23,,Partly Cloudy
6302,3,2018-06-25 5:09,2018-06-25 11:09,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-25 5:44,60.8,77,10,West,12.7,,Overcast
6303,2,2018-06-27 9:19,2018-06-27 15:19,37.74391,-122.40564,37.74391,-122.40564,0,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-27 8:56,66,60,10,North,3.5,,Scattered Clouds
6307,2,2018-06-28 15:10,2018-06-28 21:10,37.775394,-122.405967,37.77277,-122.40679,0.187,At 7th St/Bryant St - Accident. in the left lane.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-28 14:56,70,47,10,West,19.6,,Partly Cloudy
6308,2,2018-06-28 18:15,2018-06-29 0:15,37.72297,-122.4477,37.72536,-122.4465,0.178,At Ocean Ave - Accident. in the right lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-06-28 14:56,70,47,10,West,19.6,,Partly Cloudy
6310,2,2018-06-28 18:52,2018-06-29 0:52,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2018-06-28 14:56,70,47,10,West,19.6,,Partly Cloudy
6311,2,2018-05-01 14:47,2018-05-01 20:47,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-01 14:56,64.9,50,10,West,19.6,,Mostly Cloudy
6313,3,2018-05-02 22:56,2018-05-03 4:56,37.76542,-122.40486,37.78231,-122.39608,1.262,Between US-101 and 4th St/5th St - Accident. Object on roadway {something that does not neccessarily block the road or part of it}.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-02 22:56,54,75,10,West,9.2,,Partly Cloudy
6314,3,2018-05-02 23:50,2018-05-03 5:50,37.77074,-122.40562,37.78231,-122.39608,0.954,Between US-101 and 4th St/5th St - Accident. Object on roadway {something that does not neccessarily block the road or part of it}.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-02 23:56,53.1,77,10,West,12.7,,Partly Cloudy
6316,4,2018-05-07 4:56,2018-05-07 10:56,37.7193,-122.39955,37.71566,-122.39918,0.252,Closed at 3rd St - Road closed due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-07 4:56,54,75,10,West,4.6,,Partly Cloudy
6317,2,2018-05-08 18:37,2018-05-09 0:37,37.772733,-122.406556,37.772733,-122.406556,0,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-08 18:56,62.1,67,10,West,17.3,,Partly Cloudy
6318,2,2018-05-09 18:20,2018-05-10 0:20,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-09 17:56,62.1,62,10,West,28.8,,Scattered Clouds
6319,2,2018-05-15 13:18,2018-05-15 19:18,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-15 12:56,66,47,10,West,12.7,,Mostly Cloudy
6321,2,2018-05-16 17:50,2018-05-16 23:50,37.75006,-122.39229,37.74491,-122.3952,0.39,At Army St - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-16 17:56,63,56,10,WSW,15,,Partly Cloudy
6323,4,2018-05-18 22:33,2018-05-19 4:33,37.73174,-122.40434,37.7335,-122.41211,0.442,Ramp closed to US-101 (San Francisco) - Road closed due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-18 22:56,55.9,75,10,West,12.7,,Overcast
6324,2,2018-05-21 13:44,2018-05-21 19:44,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-21 13:56,63,58,10,West,21.9,,Partly Cloudy
6325,2,2018-05-22 15:40,2018-05-22 21:40,37.72604,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-22 15:56,59,72,10,West,17.3,,Mostly Cloudy
6326,3,2018-05-23 7:08,2018-05-23 13:08,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-23 6:56,55.9,84,10,SW,4.6,,Overcast
6328,2,2018-05-24 13:56,2018-05-24 19:56,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-24 13:56,63,56,10,West,9.2,,Mostly Cloudy
6329,2,2018-05-24 13:59,2018-05-24 20:02,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-24 13:56,63,56,10,West,9.2,,Mostly Cloudy
6330,2,2018-05-24 14:02,2018-05-24 20:15,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-24 13:56,63,56,10,West,9.2,,Mostly Cloudy
6332,2,2018-05-24 17:05,2018-05-24 23:05,37.769077,-122.40515,37.769077,-122.40515,0,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-24 16:56,62.1,56,10,West,15,,Mostly Cloudy
6333,2,2018-05-25 14:59,2018-05-25 20:59,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2018-05-25 14:56,64,60,10,WSW,13.8,,Mostly Cloudy
6334,2,2018-05-25 15:44,2018-05-25 21:44,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-25 15:56,64,63,10,SSW,16.1,,Mostly Cloudy
6337,2,2018-05-29 17:54,2018-05-29 23:54,37.72049,-122.40014,37.7155,-122.39851,0.356,At 3rd St/Exit 429B/Exit 429C - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-29 17:56,64,56,10,West,20.7,,Partly Cloudy
6338,2,2018-05-30 11:00,2018-05-30 17:00,37.74063,-122.40793,37.73515,-122.40685,0.383,At I-280/Alemany Blvd - Accident. Center lane closed.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-05-30 10:56,60.1,60,10,WSW,23,,Mostly Cloudy
6339,3,2018-03-30 20:03,2018-03-31 3:03,37.709836,-122.467171,37.709836,-122.467171,0,At John F Foran Fwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-30 19:56,66.9,45,10,West,15,,Mostly Cloudy
6340,4,2018-03-31 0:48,2018-03-31 6:48,37.76905,-122.40925,37.77055,-122.40553,0.228,Ramp closed to I-80 - Road closed due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-31 0:56,57.9,72,10,WNW,6.9,,Scattered Clouds
6341,2,2018-04-03 6:23,2018-04-03 12:23,37.757011,-122.403731,37.755294,-122.40323,0.122,At Army St/Potrero Ave - Accident. Left lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-03 5:56,48.9,83,10,West,8.1,,Partly Cloudy
6342,2,2018-04-04 13:36,2018-04-04 19:36,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-04 13:56,63,54,10,West,17.3,,Mostly Cloudy
6346,2,2018-04-06 17:07,2018-04-06 23:07,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident. in the right lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-06 16:56,63,84,7,SE,13.8,0,Light Rain
6348,2,2018-04-11 0:02,2018-04-11 6:02,37.772957,-122.406815,37.772957,-122.406815,0,At 1c - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-11 0:56,54,80,10,West,16.1,,Scattered Clouds
6349,3,2018-04-11 8:44,2018-04-11 14:44,37.73222,-122.41524,37.73158,-122.42329,0.442,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-11 8:56,55.9,67,10,West,8.1,,Mostly Cloudy
6350,2,2018-04-11 9:12,2018-04-11 15:12,37.73007,-122.43918,37.731918,-122.432684,0.377,At Monterey Blvd/San Jose Ave - Accident. Vehicle fire.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-11 9:15,55.9,64,10,WSW,8.1,,Mostly Cloudy
6353,3,2018-04-15 14:19,2018-04-15 20:19,37.73158,-122.42329,37.73016,-122.4394,0.886,Between Alemany Blvd and Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-15 13:56,63,50,10,SSW,17.3,,Scattered Clouds
6354,3,2018-04-16 5:48,2018-04-16 11:48,37.729526,-122.403454,37.734501,-122.406231,0.376,Between Bacon St and I-280/Alemany Blvd - Accident. Right lane blocked. Center lane blocked. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-16 5:56,48.9,80,10,SE,4.6,,Scattered Clouds
6356,2,2018-04-17 9:40,2018-04-17 15:40,37.76542,-122.40486,37.77579,-122.40504,0.717,Between US-101 and 7th St/Bryant St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-17 9:56,54,64,10,NE,4.6,,Partly Cloudy
6357,2,2018-04-18 13:34,2018-04-18 19:34,37.73222,-122.41524,37.73158,-122.42329,0.442,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-18 13:56,55.9,55,10,West,15,,Overcast
6358,2,2018-04-18 13:36,2018-04-18 19:36,37.73235,-122.4141,37.73174,-122.40434,0.535,Ramp to US-101/James Lick Fwy Southbound - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-18 13:56,55.9,55,10,West,15,,Overcast
6359,2,2018-04-18 13:36,2018-04-18 19:36,37.73174,-122.40434,37.72792,-122.40295,0.275,Ramp to US-101 (San Francisco) - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-18 13:56,55.9,55,10,West,15,,Overcast
6361,2,2018-04-19 14:51,2018-04-19 20:51,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-19 14:56,62.1,58,10,West,26.5,,Partly Cloudy
6363,2,2018-04-24 12:29,2018-04-24 18:29,37.76624,-122.40526,37.76624,-122.40526,0,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-24 12:56,63,60,10,NW,13.8,,Partly Cloudy
6365,2,2018-04-25 8:25,2018-04-25 14:25,37.740198,-122.407869,37.742512,-122.406792,0.17,Between Bacon St and US-101 (San Francisco) - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-25 7:56,53.1,74,9,SSW,4.6,,Overcast
6366,2,2018-04-25 17:43,2018-04-25 23:43,37.75006,-122.39229,37.74491,-122.3952,0.39,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-25 17:56,60.1,60,10,West,15,,Partly Cloudy
6367,2,2018-04-27 14:42,2018-04-27 20:42,37.71145,-122.39556,37.71868,-122.39939,0.542,At 3rd St/Exit 429B/Exit 429C - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-04-27 14:56,66,50,10,WSW,13.8,,Scattered Clouds
